CreditScore,LoanAmountToIncomeRatio,AnnualIncome,ExistingDebt,ExistingDebt_yeo,DebtToIncomeRatio,Default
1.3117555153984606,0.4579633950805166,0.5754042345572012,0.726806337013811,0.9035538590496002,1.2631208292241543,0
-0.9085869425800808,-1.5240338392982433,-0.972132003389834,-0.1117377551271475,0.14503950931111298,0.11494104676994812,1
-0.9594830447687006,-0.6526111704735056,0.8591642466586893,-0.1639551168554348,0.08292101362507061,-0.19083071329183704,1
-0.9403970064479682,-3.5163864910979785,0.341710435990692,-0.5726754680689027,-0.47474279216316423,-1.6759037238791799,1
-1.6847525009565336,-0.12308509858052745,0.7824243603768557,-0.9886106533726348,-1.1658486873113638,-1.2635207183167858,1
-1.2712216706739974,-0.9213347142086152,-1.3080813144113617,2.248595217502791,1.7534972770933364,-1.7190039424411507,1
-1.5257021816170966,-0.6947354055888435,-1.6189782178891725,1.0544499901379347,1.1238446730665779,-0.6513062558797027,1
0.3129195099467958,0.9597917694247913,-1.0842695132734992,-0.4661664798113771,-0.3174873150942316,0.42993638024586794,0
1.4580818091907426,-0.8354851302176818,0.6070961091232904,-0.4203522833381994,-0.2523921189919821,-0.6923971091630309,0
-1.8056307436545056,-0.44811327683704033,-1.5777517598665374,0.0634925278401446,0.33775162997595604,-0.04024243210981908,1
-0.991293108636588,39.2315607099808,-0.0296751001851229,-1.019093327404001,-1.2211929441391178,34.34285525243738,1
-0.7113645465991788,-0.005152289765642007,1.4638189643240014,0.4679741640255823,0.706219701551988,0.31969379802911413,1
0.1665932161545137,-1.9390301268619687,0.8781176089144137,-0.9078946969878038,-1.0223510291575444,-1.0339089591896944,0
0.592848071984205,-1.2944683782371942,-0.6488826031262153,0.7129177813900524,0.8935480043556085,-1.0986869992234645,0
1.6234941413037571,-5.2637286475162135,-0.3137439247062562,0.8591985425701594,0.9960396564802134,-2.7385431667489852,0
-0.6413824060898266,7.729168714060137,-0.0268957884083161,0.2695662265433163,0.5365009185040097,-10.022991162851614,1
